name_zh,name_en,booth_no,hall,country,category,description,website,directory_url,pdfs
盛禧奥(香港)有限公司,Trinseo (Hong Kong) Limited,N2-B706,N2,USA,cat-01,盛禧奥（OTCM：TSEOF）是全球领先的特种材料解决方案供应商，致力透过顶尖专业技术、前瞻性创新思维与高性能材料，以智能且可持续的方式将创意转化为实际价值，为企业与消费者创造双赢局面。从产品设计到生产制造，盛禧奥凭着数十年丰厚的材料科学底蕴，为建筑建造、消费品、医疗保健及交通运输等多元产业提供量身订制的材料解决方案，精准应对客户的复杂挑战。我们的团队足迹遍及北美、欧洲及亚太区，与全球伙伴携手前进，持续探索材料的无限可能。2025年，盛禧奥全年销售额约30亿美元。欢迎浏览 www.trinseo.com、LinkedIn、Twitter、Facebook 及 WeChat 关注我们的最新动态。,https://www.trinseo.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485827/trinseo-(hong-kong)-limited,https://image.imconlinereg.com/mm-mtc/2026-07-30/A7265206DB84A902EE39E0416DBEBC49.pdf
爱彼思（上海）企业管理有限公司,"ALBIS PLASTIC (SHANGHAI) CO., LTD",N2-F502,N2,GERMANY,cat-01,爱彼思（ALBIS）是全球领先的塑料分销商之一。作为独立分销商，我们为客户提供业内领先且最全面的产品组合，涵盖标准聚合物、工程塑料以及日益增长的可持续产品系列。凭借我们的专业技术知识、强大的全球及本地销售网络，以及对为客户提供最佳解决方案的热忱，我们正持续推动全球各国家和地区、各行业分销合作伙伴及客户的业务增长。深耕医疗行业，为OEM/CDMO提供合规的，安全的树脂材料。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485863/albis-plastic-(shanghai)-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-07-17/A2C45B406AC3607F89CD2341C3F3BC86.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-17/9B9B6F92C9FFFA912BF73D4F683158E6.pdf
广东精微纳米科技有限公司,"GUANGDONG EXNAN TECHNOLOGY CO.,LTD",N1-C203,N1,CHINA,cat-15,"广东精微纳米科技有限公司是深圳市精微纳米橡塑有限公司在惠州市仲恺区中韩(惠州)产业园成立的全资子公司。母公司自2004年成立以来，一直专注于医疗硅胶配件与耗材的研发与制造，与众多国内外知名医疗企业建立了长期稳定的合作关系。公司始终坚持“质量是企业的生命，员工是企业的根本”的宗旨，秉承“专注医疗硅胶，为高品质而生”的理念，在硅胶行业中不断创新、发展。欢迎新老客户来图来样,我司秉着双赢的共同目标,评估出有市场竞争力的价格!",https://WWW.EXNAN.COM.CN,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485864/guangdong-exnan-technology-co--ltd,https://image.imconlinereg.com/mm-mtc/2026-06-12/8BF1C85CAAD6EBBC3261B2D85934C824.pdf;https://image.imconlinereg.com/mm-mtc/2026-06-12/136160AFAF2AE6A8FCD32EA0ADBF525B.pdf
山东华致林医药科技股份有限公司,"Shandong Huazhilin Pharmaceutical Technology Co.,Ltd",N4-B205,N4,CHINA,cat-13,山东华致林医药科技股份公司成立于2009年5月，以“为医药企业提供医药包装及无菌耗材过程解决方案”为使命，专门从事高端医用包装、药品包装、无菌防护及生物制药用一次性耗材生产的国家高新技术企业，是中国医药包装协会、中国疫苗协会、山东省医药行业协会等会员单位。主要经营有Tyvek灭菌袋/卷膜/盖材产品系列、医药用复合膜包装产品系列、医药用低密度聚乙烯产品系列、医药用硅胶管，医药用TPE管产品系列等，同时荣获山东省“专精特新”、山东省“瞪羚”企业等荣誉称号。公司医药用低密度聚乙烯袋/无菌袋、Tyvek产品系列分别荣获“山东知名品牌”。通过了欧盟GMP、ISO9001体系等多个质量管理体系认证。,https://www.sdhuazhilin.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485895/shandong-huazhilin-pharmaceutical-technology-co--ltd,https://image.imconlinereg.com/mm-mtc/2026-06-22/D3315C01234C067E41DC4F3246829984.pdf;https://image.imconlinereg.com/mm-mtc/2026-06-22/F8FFDF1D65A8F17C301B2D5CAED68DD0.pdf
深圳耀影光电科技有限公司,"Shenzhen Brilliant Optics Co., Ltd.",N2-F803,N2,FRANCE,cat-04,APM Technica AG 在粘接技术与表面技术领域拥有深厚行业积淀；依托持续的创新能力，我们始终保持顶尖品质水准。公司自2002年10月成立以来，已自主研发并量产逾百款高性能胶粘剂，产品品类丰富，形成完善自有产品线。公司产品广泛应用于光学、电子、机械工程及新能源等众多行业。无论是环氧胶、丙烯酸胶、有机硅胶，还是改性硅烷（SMP）胶黏剂，APM Technica AG均可为各类粘接工况提供精准适配的专业解决方案。,http;//www.brilliantoptics.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485898/shenzhen-brilliant-optics-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-06-11/ABBDC14639D8E73D86A05B862A2BCF72.pdf;https://image.imconlinereg.com/mm-mtc/2026-06-11/C27D52D266DF639F3F6001C8BD2A3D1C.pdf
迪斯泰克 (上海) 自动化工程有限公司,"DESTACO (Shanghai) Automation Engineering Co., Ltd.",N3-H205,N3,USA,cat-11,公司介绍DESTACO隶属于德国斯泰必鲁斯集团，是一家成立于1915年的工业自动化专家，多年来致力于为全球制造业客户提供电气自动化的生产解决方案。目前全球约800名员工，分支机构遍布美洲、欧洲和亚洲的十几个国家。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485947/destaco-(shanghai)-automation-engineering-co---ltd-,
安徽赛弗特医疗器械有限公司,"AnHui Safety Medical Devices Co.,Ltd",N4-C206,N4,CHINA,cat-13,"安徽赛弗特医疗器械有限公司是一家集研发、生产与销售为一体的新型医用包装生产商。公司主营范围：热封袋、自封袋、高温平面卷袋、立体卷袋、特卫强灭菌单袋与卷袋、涂胶纸以及印刷原纸。公司一直秉持""质量、服务、感恩、分享""的文化理念，为广大客户提供高品质产品。热烈欢迎社会各界莅临公司参观指导。",https://www.safetyah.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485948/anhui-safety-medical-devices-co--ltd,https://image.imconlinereg.com/mm-mtc/2026-07-07/291D160417D5C1D3CB95F0938CCFBF31.pdf
明州斯睿医疗产品(上海)有限公司,Solventum,N2-D502,N2,USA,cat-04,舒万诺公司，原3M 医疗健康业务，于2024年4月正式完成从3M的拆分并在纽交所上市，成为独立的全球性医疗健康公司，专注于解决重大医疗健康挑战。  我们是一家有着70多年历史的新公司。70多年来，我们提供突破性解决方案，解决客户面临的严峻的医疗健康挑战，深受客户信赖。舒万诺全新成立后，我们将继续秉承倾听和创新这一传承，致力于实现更好、更高效、更安全的医疗健康，从而改善人们的生活。  我们的解决方案涵盖医疗外科、齿科解决方案、健康信息系统等业务领域。,https://www.solventum.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485949/solventum,
东莞市金盘模具配件有限公司,DONGGUAN JINPAN MOULD  FITTINGS CO.，LTD,N3-C203,N3,CHINA,cat-01,东莞市金盘模具配件有限公司是一家专业生产加工高精密模具配件的公司，成立于2011年，位于东莞长安上沙，占地面积8200平方，全厂技术人员150人，是集设计、制造、全套非标定制的型企业，金盘凭借强大的和全面的能力，先进的技术和科学的生产管理和技术，为所有客户提供优质的产品和精致的服务。公司主要产品包括螺牙型芯，化妆品镶件，医疗器械镶件，笔模型芯，齿轮齿条，锁模扣等，还承接数控CNC车床加工、精密螺牙研磨、内外圆磨加工、镜面放电加工、CNC加工中心等。公司现在已采用ERP信息管理系统，并结合网上传输系统，实现了资源与喜户共享，信息和物流的传输更为迅捷。我司将一如既往地秉承“精心设计，精工制造，,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485950/dongguan-jinpan-mould--fittings-co-，ltd,
添迪精密工业（广东）有限公司,"PSE PRECISION INDUSTRY (GD) CO., LTD",N1-A801,N1,CHINA,cat-09,"创立于1988年，B&E深耕高端精密智造领域三十余年，深耕分析生化与生命科学设备配套赛道。公司坐拥东莞、马来西亚双现代化生产基地，配置500余台精密加工设备，形成规模化智造产能与全球化交付体系。业务贯通压铸、精密机加工、注塑成型、成品装配全流程，可实现精密零部件定制生产到整机集成装配的一站式交付，高度匹配分析仪器、医疗设备对高精度、高稳定性、高一致性的严苛制造标准。公司已取得ISO9001、ISO13485、IATF16949，ISO14001, ISO14064,ISO45001六大权威体系认证，建立全流程标准化品质管控体系，完全满足高端仪器及医疗产品的合规生产要求。",https://www.psebe.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/485951/pse-precision-industry-(gd)-co---ltd,
臻腾五金制品（深圳）有限公司,C T Jeton Metal Products (Shenzhen) Limited,N1-A803,N1,CHINA,cat-02,我们乐于与你灵活配合，达到你对产品最终要求，由质、量以致出货，必能符合你的标准，以一流服务回报你对臻腾的支持。臻腾不但值得你信赖的合作伙伴，亦是你真诚可靠的朋友。请即联络我们，让我们携手合作，迈向成功之路！,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486284/c-t-jeton-metal-products-(shenzhen)-limited,https://image.imconlinereg.com/mm-mtc/2026-06-29/FC1EF44B98896BAB94AD63E8919377B8.pdf
杭州卡尔施达进出口有限公司,Hangzhou Carl Stahl Imp & Exp Co. Ltd,N1-B202,N1,GERMANY,cat-02,杭州卡尔施达进出口有限公司隶属于德国 Carl Stahl 集团。集团拥有百余年钢丝绳及绳索系统研发和制造经验，致力于为工业和医疗领域提供高品质、高可靠性的解决方案。依托德国先进的制造技术和全球化资源平台，我们专注于高性能钨丝绳及微型绳索系统的研发、生产和应用，为医疗器械行业提供解决方案。我们的产品广泛应用于手术机器人、软性及硬性内窥镜、导管系统以及其他微创医疗设备。我们的钨丝绳产品具有超高强度、优异的柔韧性、卓越的耐疲劳性能和稳定的尺寸精度，能够满足医疗器械对微型化、精准操控和长期可靠运行的严苛要求。同时，我们可根客户需求提供定制化设计和技术支持，帮助客户实现更高性能的创新医疗产品。,https://www.carlstahl.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486285/hangzhou-carl-stahl-imp---exp-co--ltd,https://image.imconlinereg.com/mm-mtc/2026-07-07/8D66D55A3148DF27416610F305E8C1DF.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-07/BCD53BD08161D34506EAAEBE3A77E81A.pdf
Indo-MIM Private Limited,INDO-MIM Limited,N1-H307,N1,INDIA,cat-02,Indo-MIM是世界领先的MIM技术方案提供商，在MIM材料研发、超大批量产品供应等方面具备超过20年的经验。Indo-MIM在上海浦东设立有客户服务及技术销售代表处，自2005年起即为中国的众多客户提供MIM产品。拥有20年以上经验的印度及中国工程师组成的上海团队可在48小时内提供所询零件详细的MIM可行性分析报告，亦可拜访贵司进行MIM技术宣讲以及具体部件分析。我们先进的设备同600多名技术高超的工程师、科学家、技术人员及制造人员紧密融合。工厂通过 ISO 13485 认证，同时拥有一个10等级的无尘室。,https://www.indo-mim.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486286/indo-mim-limited,
华模智能装备(嘉兴)有限公司,"VALMO INTELEGENCE EQUIPMENT (JIAXING) CO., LTD",N3-A102,N3,CHINA,cat-09,2007年在上海，成立上海华模精密机械有限公司；2018年搬迁至浙江省嘉兴市，成立华模智能装备（嘉兴）有限公司，生产基地面积18000㎡，公司主要研发生产高速全电动注塑机及配套自动化设备。                                    我们提供50T 到1800T 全电动注塑机的各种解决方案，包括单色，双色，多色以及转盘，转轴，PET 瓶胚系统，机械手等。灵活强大的自主软件开发配套能力使我们比同行更能提供更智能，更灵活，更具性价比的注塑自动化设备。广泛应用于塑料加工、汽车制造、电子电器、医疗等多个领域，为客户提供优质的智能装备解决方案。,https://www.walmo.co,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486287/valmo-intelegence-equipment-(jiaxing)-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-07-24/C0A923A73F7CA5789DA508CFC41595E9.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-24/A8BB158A0A2EF134AEC0CC86CC4BE7DF.pdf
Ingpuls Medical GmbH,Ingpuls Medical GmbH,N1-C908,N1,GERMANY,cat-02,在Ingpuls Medical，精密熔炼是全部生产的起点。我们严控合金设计到半成品加工全流程，为医疗器械行业定制高品质镍钛合金。母公司Ingpuls是德国顶尖低夹杂物形状记忆合金制造商，Ingpuls Medical为其全资子公司，专注优化医用材料品质与可靠性。依托完备冶金技术，我们提供镍钛管材、线材、板材及粉末。镍钛合金属于医疗领域工艺难度极高的特种材料。与Ingpuls Medical深度协作，可帮助客户掌握材料核心技术，赋能高性能医疗器械研发与制造。Ingpuls Medical坚守尊重、诚信、创新、品质的核心价值，持续开发高端镍钛合金，聚焦产品稳定性能，以优质材料保障患者健康。,https://ingpuls-medical.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486288/ingpuls-medical-gmbh,https://image.imconlinereg.com/mm-mtc/2026-07-20/944DB7D69EDB3019AF9B0D26908AD7A9.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-17/E3B1B0B2E28E4228E177573A20557136.pdf
家颖科技(苏州)有限公司,Peter's Technology(Suzhou),N3-D702,N3,CHINA,cat-15,"家颖科技(苏州)有限公司是香港PT MedTech旗下的全资子公司，创立于1982年,专注于为全球医疗器械行业提供专业的解决方案和垂直一体化的生产制造服务。公司通过了ISO13485认证，工厂在FDA注册，拥有近4000平米的10万级洁净车间和全程可追溯的质量管理体系.厂内配备各类高精度机械加工,高精密注塑,医疗级电子制造，以及洁净室内成品组装等成品医疗器械所需的全套加工能力,可极大程度的缩短医疗器械产品从研发到上市的周期并提高一次性成功率。无论是前期开发,样品试制还是批量生产交付,我们全方位的工程开发能力以及对于知识产权的严密保护能力，绝对是您在医疗器械代工制造领域的最优选择!",https://www.pt-medtech.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486289/peter's-technology(suzhou),
有研亿金新材料有限公司,"GRIKIN Advanced Materials Co., Ltd",N1-F202,N1,CHINA,cat-02,有研亿金新材料有限公司（简称有研亿金）成立于2000年，前身为北京有色金属研究总院稀有及贵金属材料研究所，为上市公司有研新材料股份有限公司全资子公司，总部位于昌平区科技园区超前路。拥有2家全资子公司，主要研发、生产和销售集成电路用超高纯金属靶材、稀贵金属功能材料和铂族金属业务。拥有国家火炬计划重点高新技术企业、国家技术创新示范企业、国家知识产权示范企业、北京市企业技术中心、中国半导体材料十强企业等荣誉/资质。近20年来，累计承担国家科技重大专项、工业强基工程等国家项目36项；获国家/省部级奖20项；授权专利230余项，有效专利170余项；制修订国家/行业标准65项，国际标准2项。,http://www.grikin.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486298/grikin-advanced-materials-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-07-03/C75BD72521E1956603941B5710DD0BC8.pdf
昆山恒友音达机械科技有限公司,Hyusonic mechanical technology co.ltd,N3-G212,N3,CHINA,cat-14,本公司主营超音波熔接、成型、切割、破碎技术应用  热熔熔接、切割、成型技术应用  旋转摩擦熔接技术应用及相关自动化焊接，切割，热熔设备  来自德国原厂技术，更能满足客户需求,https://hyusonic@hyusonic.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486299/hyusonic-mechanical-technology-co-ltd,https://image.imconlinereg.com/mm-mtc/2026-07-14/726F36CB25115B6E3DEFC7BBC80B17B4.pdf
智健医疗科技 (嘉兴) 有限公司,智健医疗科技 (嘉兴) 有限公司,N1-A212,N1,,,,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486346/智健医疗科技-(嘉兴)-有限公司,
展旺塑胶（重庆）有限公司,"ZHANWANG Plastic (Chongqing) Co., Ltd.",N3-F406,N3,CHINA,cat-09,展旺塑膠（重慶）有限公司為台資企業，位於重慶市榮昌區，占地面积约2.7万平方米，專注於高品質塑膠製品的開發與製造，擁有逾三十年塑膠產業經驗，具備從模具設計與製造、精密注塑成型，到印刷、鐳雕、噴塗、裝配等一體化生產能力。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486362/zhanwang-plastic-(chongqing)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-02/5F50E24EF4C56B7339D386CACAA33791.pdf
汉高乐泰(中国)有限公司,Henkel LOCTITE (中国) Co Ltd,N2-D802,N2,GERMANY,cat-04,汉高凭借其品牌、创新和技术，在全球工业和消费品领域中拥有领先的市场地位。汉高粘合剂技术业务部是全球粘合剂、密封剂和功能性涂层市场的领导者。可持续发展在汉高有着悠久的传统，公司确立有明晰的可持续发展战略和具体目标。汉高成立于1876年，如今，汉高在全球范围内约有5万名员工，在强大的企业文化、共同的价值观与企业目标“Pioneers at heart for the good of generations”的引领下，融合为一支多元化的团队。,https://www.tryloctite.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486363/henkel-loctite-(中国)-co-ltd,https://image.imconlinereg.com/mm-mtc/2026-06-17/CC1FB54AC7907A196AD2D1AC15FB518B.pdf
深圳市亚迪威科技有限公司,"SHENZHEN ADWANTEK TECHNOLOGIESCO., LTD",N4-G111,N4,CHINA,cat-17,深圳市亚迪威科技有限公司创立于 2005 年，深耕精密塑料管材检测领域，专注为医用精密管材行业提供在线测量设备与成套工艺解决方案，产品主要用于介入医疗导管、医用高分子管材挤出生产。面向医疗管材严苛的尺寸管控与合规要求，亚迪威提供一体化在线检测方案。核心 X-RAY 厚度偏心仪采用无损检测，精准获取导管外径、壁厚、同心度与偏心数据；配套红外测径仪、凹凸仪，实现管材外径、圆度及表面缺陷非接触连续监测，适配各类微创导管挤出产线。凭借稳定的设备、高性价比方案与全球化技术服务，亚迪威客户遍及亚、欧、美、非。我们持续优化医疗管材测控技术，助力企业严控公差、提升良品率。欢迎莅临展位，共同探讨。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486412/shenzhen-adwantek-technologiesco---ltd,
惠州市麒星麟医疗科技有限公司,Huizhou Qixinglin Medical Technology Co,N2-H401,N2,CHINA,cat-05,"惠州市麒星麟医疗科技有限公司成立至今已有二十年,专注于精密挤出导管研发，生产，代工与销售，深耕医疗，食品，电子，汽配，等领域。致力于为国内外客户提供安全，精准，创新的导管解决方案。公司目前有15条高精密挤出生产线,配备有十万级洁净车间和万级洁净车间，完善的导管后期加工设备（包括印刷，打孔，熔头，尖端处理，加热定型）以及精密检测实验室，严格遵循ISO13485医疗器械质量管理体系。主要产品有医用TPU管材，医用PEBAX导管，医用硅胶导管，TPU超薄管，超薄变径管，多腔显影引流管定制，按摩理疗仪器连接管，手术切口扩张器型材,血压计连接管以及袖带管,食品级管材等等!",https://www.qxlmedical.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486534/huizhou-qixinglin-medical-technology-co,https://image.imconlinereg.com/mm-mtc/2025-08-04/1CD6151FD695689385C3F5884D21E24B.pdf
上海丝彩兆维科技有限公司,"Shanghai Stratroy Technology Co., Ltd",N1-D805,N1,USA,cat-10,"上海丝彩兆维科技有限公司系厦门象形三维科技有限公司全资子公司，厦门象形三维科技有限公司位于美丽的海滨城市鹭岛厦门，成立于2010年1月7日，注册资本人民币1000万元。厦门象形公司公司深耕 3D 打印行业10年，主营增材制造相关业务，承接3D打印设备的销售和订单，为现有客户提供3D部件和服务，是中国知名的3D打印应用解决方案提供商，在行业内享有高度认可的口碑与声誉。厦门象形公司一直在不断探索推动 3D 打印在各行业的深入应用,客户遍布全国 60 多个城市，群体涵盖了诸多行业，如航空航天、新能源汽车等等.",,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486535/shanghai-stratroy-technology-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-06-30/9AA782327752B19BB84A1DBBB927B2D6.pdf
阿米斯科自动化元件（深圳）有限公司,"AMISCO AUTOMATIC COMPONENTS (SHENZHEN)CO.,LTD",N1-G602,N1,ITALY,cat-08-2,Amisco微型医疗电磁导航线圈制造商，Amisco公司在微型医疗电磁导航领域取得了重大技术突破，成功开发出超细微型线圈技术，将线圈直径压缩至0.008mm-0.2mm，仅为人类头发直径的1/5。2026年全球精密电磁元器件龙头意大利 Amisco 旗下全资子公司阿米斯科自动化元件（深圳）有限公司，正式对外发布成熟量产型<5D磁定位导航传感器>实现高密度的线圈绕制，同时保持极高的精度和可靠性。微型线圈应用领域：血管植入影像，耳鼻喉导航传感器，电磁导航传感器，电磁导管位置传感器，电生理传感线圈、内窥镜定位线圈 。 电磁线圈扮演着至关重要的角色，,https://www.amisco.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486536/amisco-automatic-components-(shenzhen)co--ltd,https://image.imconlinereg.com/mm-mtc/2025-05-29/2C410550DB1F4D8EC413BA3F05EF11E3.jpg;https://image.imconlinereg.com/mm-mtc/2026-07-02/74CA04E5548CE5165047CA012E40E344.png
海南医创科技股份有限公司,"Hainan Earchon Technology Co.,Ltd.",N4-F701,N4,CHINA,cat-02,海南医创科技股份有限公司是贯通镍钛原料至微创器械全产业链的高新医疗企业。主营医用镍钛丝、毛细管、编织绳、记忆板材四大基材，符合 ASTM F2063 医用标准，支持参数定制；自有完整加工产线与专利技术，承接打样量产。公司自研内镜摄像系统、微创及等离子手术设备，依托自贸港优势，对内供应原料、内镜整机与 OEM 代工，对外拓展东南亚出口。旗下脑轻松智能声学手机融合通讯与康养功能，借助声学技术改善耳鸣、失眠、偏头痛，适配各类有头部睡眠困扰人群，持续深耕医疗健康领域。,https://www.earchon.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486537/hainan-earchon-technology-co--ltd-,
博乐特殊钢(上海)有限公司,博乐特殊钢（上海）有限公司,N3-B206,N3,AUSTRIA,cat-02,博乐（BOHLER），1870年诞生于奥地利，是全球先进工模具钢、高速钢和特种钢材的专业生产和供应商，拥有国内外300多项专利，生产超过200余种钢种，为冲压、压铸，塑胶以及切削刀具、3D打印等广泛的工业应用领域提供专业支持。今天，博乐的服务网络辐射中国大江南北，以上海为母公司，在成都、沈阳、佛山三地设立分公司，同时也在天津、苏州、大连设立办事处，旨在为全中国的客户提供世界一流的工模具钢材料、钢材加工增值服务和技术咨询服务。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486538/博乐特殊钢（上海）有限公司,
深圳市浩毅丰科技有限公司,"Shenzhen Haoyifeng Technology Co., Ltd.",N1-A703,N1,CHINA,cat-02,深圳浩毅丰科技，是一家成立于2013年专注于医疗器械零部件的技术型生产企业，员工90余人，拥有现代化厂房（建筑面积约6000平方米）和国际一流的CNC加工及检测设备。公司秉承“专业、专注、精益求精”的企业理念，不断提升自身的技术水平和管理水平，以为客户提供品质优良的产品和服务为己任。,https://www.hyf66.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486539/shenzhen-haoyifeng-technology-co---ltd-,
北京希来科网络技术有限公司,"silex technology China, Inc.",N1-H807,N1,JAPAN,cat-08-3,"Silex Technology, Inc.（总部：日本京都府精华町）是一家以无线技术（Wi-Fi）为核心，提供将设备与网络连接的硬件、软件的研究开发型企业。 我们通过为需要可靠连接的设备（如工业机械、医疗设备和显示设备）提供利用网络和无线技术的产品来扩展我们的业务范围。 为了保持严格的质量标准，京阪奈总部整合了设计、开发、生产、质量保证等一系列流程。公司在北美、欧洲、中国和印度设有分公司，主要业务范围：深度接洽海外合作伙伴、开拓新兴市场、行业信息调研与前沿技术研发等全球化布局工作。",https://www.silex.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486540/silex-technology-china--inc-,
广州市卓越精密技术有限公司,"Guangzhou Excellent Precision Technology Co., Ltd.",N4-B702,N4,CHINA,cat-02,广州卓越致力于用科技推动医疗行业发展，持续研发世界前沿的一次性使用医用“针”“刀”系列器械，为微创外科治疗领域提供更多解决方案。团队成员均有15年以上医疗器械研发和生产经验。公司拥有2000M生产车间/万级实验室/十万级GMP净化车间，提供一次性使用“针”系列、“刀”系列、电外科系列、神经电生理系列产品的研发和代工生产，拥有全球顶尖的精密加工制造能力和完善的质量管理体系。广州卓越一直秉承仁爱、求索、篤行、和美的价值观，真正做到关爱生命、锐意创新、诚实守信、精诚合作。同时不断升级我们的技术能力、产品解决方案和服务水平，为合作伙伴赢得未来，为全球客户带来持续增长的价值。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486541/guangzhou-excellent-precision-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-06-22/4C8980B125535DAA0DC3EB4C41D4BE00.pdf
Fischer Connectors,Fischer Connectors,N1-G508,N1,SWITZERLAND,cat-08-2,Fischer Connectors于1954年在瑞士成立，致力于给有数据、信号和电源就地转移和管理需求的生态系统设计、开发和部署端对端互连解决方案。自从公司创始人开发了世界上首个高质量密封圆形连接器以来，我们瑞士总部公司已经从一个连接器供应商发展为连接行业提供全方位服务的合作伙伴。Fischer Connectors是Conextivity技术集团的一部分。Conextivity集团在全球范围内有将近600名员工、四个研发中心、六个制造基地和两个商务公司（Fischer Connectors和Wearin’）。集团提供高性能连接解决方案，用以管理电源和数据无缝地从传感器和设备传输到云和人工智能，促进了新型可扩展生态系统的兴起。,https://www.fischerconnectors.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486596/fischer-connectors,
湖南欧德科新材料技术有限公司,"HUNAN OUDEKE NEW MATERIAL TECHNOLOGY CO., LTD",N2-C907,N2,CHINA,cat-05,湖南欧德科新材料技术有限公司位于湖南长沙，公司专注于医用精密导管和配件的研发、生产和服务，产品广泛应用于心血管、泌尿、消化、骨科和重症监护等科室。公司由医用耗材制造的技术精英联合创立，依托技术人才优势，致力于将公司打造为从原料到成品全产业链闭环的科研型企业。公司现有2500平米生产厂房，建有1500平米万级洁净车间，150平米实验室和500平米仓储区，配置了净化空调系统、纯化水制备系统、洁净工艺气体系统，并通过了ISO 13485质量体系认证。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486597/hunan-oudeke-new-material-technology-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-06-29/3A5C7AD4F8A0B621422E91137BEA5FCD.pdf
浙江戴圣思医疗科技有限公司,"Diagsensor Medical Technology Co., Ltd",N1-G501,N1,CHINA,cat-08-4,"戴圣思致力于设计研发精准医疗所需的传感器及应用系统，超微型磁定位、温度等传感器、压力传感器集成封装。并可以在微小体积内，复杂装配结构下，系统解决传感器的集成问题。公司可以为客户提供传感器定制,并提供微创器械辅助设计、样品制作、批量生产等全流程合同制造服务。在高密度标测导管、射频/脉冲消融导管、超声导管、一次性内窥镜、等有源介入类产品方面具有丰富的经验。公司在广东深圳设有研发中心,在浙江台州拥有5000平米的符合FDA/GMP标准的制造基地,并通过IS0-13485体系认证,可以提供具有国际水准的产品和服务,助力介入类微创器械智能化产业升级。",https://www.diagsensor.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/486598/diagsensor-medical-technology-co---ltd,
